PlaintiffFirm,DefendantFirm,Weight,Count
freed kanner london & millen,"skadden, arps, slate, meagher & flom",0.9259060865786248,1
hausfeld,dla piper,0.9259060865786248,1
hausfeld,steptoe & johnson,0.9259060865786248,1
kaplan fox & kilsheimer,kirkland & ellis,0.9259060865786248,1
kaplan fox & kilsheimer,latham & watkins,0.9259060865786248,1
kaplan fox & kilsheimer,steptoe & johnson,0.9259060865786248,1
greenberg traurig,arnold & porter,0.9232631623128024,1
mayer brown,dla piper,0.9196954490270134,1
"morgan, lewis & bockius",williams & connolly,0.918095087197454,1
"boies, schiller & flexner",arnold & porter,0.9125641495867752,1
"gibson, dunn & crutcher",arnold & porter,0.9125641495867752,1
united states attorney,arnold & porter,0.90536176748979,1
hausfeld,attorney general,0.901838797798313,1
berger & montague,morrison & foerster,0.895130649654781,1
freed kanner london & millen,morrison & foerster,0.895130649654781,1
"robins, kaplan, miller & ciresi","skadden, arps, slate, meagher & flom",0.8946094989606663,1
"robins, kaplan, miller & ciresi",susman godfrey,0.8946094989606663,1
"robins, kaplan, miller & ciresi","weil, gotshal & manges",0.8946094989606663,1
"weil, gotshal & manges",sullivan & cromwell,0.8946094989606663,1
"weil, gotshal & manges",susman godfrey,0.8946094989606663,1
attorney general,arnold & porter,0.8927223090061472,1
freed kanner london & millen,arnold & porter,0.8927223090061472,1
hausfeld,arnold & porter,0.8927223090061472,1
quinn emanuel urquhart & sullivan,goodwin procter,0.8912912980880676,1
quinn emanuel urquhart & sullivan,morrison & foerster,0.8912912980880676,1
attorney general,"gibson, dunn & crutcher",0.890993361598564,1
wilmer cutler pickering hale & dor,"gibson, dunn & crutcher",0.890993361598564,1
covington & burling,united states attorney,0.8891206113317515,1
morrison & foerster,greenberg traurig,0.8888805500027864,1
lieff cabraser heimann & bernstein,goodwin procter,0.880562122437753,1
lieff cabraser heimann & bernstein,quinn emanuel urquhart & sullivan,0.880562122437753,1
lieff cabraser heimann & bernstein,skadden arps slate meagher & flom,0.880562122437753,1
cohen milstein sellers & toll,latham & watkins,0.8779925101551398,1
"shook, hardy & bacon",arnold & porter,0.8778804969798798,1
"shook, hardy & bacon",latham & watkins,0.8778804969798798,1
"shook, hardy & bacon","shook, hardy & bacon",0.8778804969798798,1
cotchett pitre & mccarthy,wilmer cutler pickering hale & dor,0.8767996471958108,1
freed kanner london & millen,wilmer cutler pickering hale & dor,0.8767996471958108,1
glancy binkow & goldberg,wilmer cutler pickering hale & dor,0.8767996471958108,1
grant & eisenhofer,wilmer cutler pickering hale & dor,0.8767996471958108,1
hausfeld,wilmer cutler pickering hale & dor,0.8767996471958108,1
kaplan fox & kilsheimer,wilmer cutler pickering hale & dor,0.8767996471958108,1
lieff cabraser heimann & bernstein,mayer brown,0.8767996471958108,1
lieff cabraser heimann & bernstein,wilmer cutler pickering hale & dor,0.8767996471958108,1
"robins, kaplan, miller & ciresi",mayer brown,0.8767996471958108,1
"robins, kaplan, miller & ciresi",wilmer cutler pickering hale & dor,0.8767996471958108,1
"shepherd, finkelman, miller & shah",mayer brown,0.8767996471958108,1
"shepherd, finkelman, miller & shah",wilmer cutler pickering hale & dor,0.8767996471958108,1
united states attorney,wilmer cutler pickering hale & dor,0.8767996471958108,1
berger & montague,dla piper,0.8758639869290368,1
berger & montague,foley & lardner,0.8758639869290368,1
cohen milstein sellers & toll,dla piper,0.8758639869290368,1
cohen milstein sellers & toll,foley & lardner,0.8758639869290368,1
freed kanner london & millen,foley & lardner,0.8758639869290368,1
freed kanner london & millen,greenberg traurig,0.8758639869290368,1
grant & eisenhofer,dla piper,0.8758639869290368,1
grant & eisenhofer,foley & lardner,0.8758639869290368,1
hagens berman sobol shapiro,dla piper,0.8758639869290368,1
hagens berman sobol shapiro,foley & lardner,0.8758639869290368,1
hagens berman sobol shapiro,greenberg traurig,0.8758639869290368,1
cohen milstein sellers & toll,goodwin procter,0.8755723498674668,1
glancy binkow & goldberg,goodwin procter,0.8755723498674668,1
robbins geller rudman & dowd,goodwin procter,0.8755723498674668,1
kirkland & ellis,kirkland & ellis,0.8719620647889654,1
morrison & foerster,morrison & foerster,0.8708032083970514,1
covington & burling,"robins, kaplan, miller & ciresi",0.8616547021619643,1
sidley austin,united states attorney,0.8613298053717093,1
"morgan, lewis & bockius",united states attorney,0.8586124439868129,1
williams & connolly,attorney general,0.8573388551539671,1
attorney general,cahill gordon & reindel,0.8562025160108,1
attorney general,"shook, hardy & bacon",0.8562025160108,1
cahill gordon & reindel,cahill gordon & reindel,0.8562025160108,1
cahill gordon & reindel,morrison & foerster,0.8562025160108,1
cahill gordon & reindel,"shook, hardy & bacon",0.8562025160108,1
cohen milstein sellers & toll,"shook, hardy & bacon",0.8562025160108,1
mayer brown,steptoe & johnson,0.8550100779060372,1
sullivan & cromwell,attorney general,0.8526205369247167,1
"skadden, arps, slate, meagher & flom",attorney general,0.844739471738035,1
cohen milstein sellers & toll,davis polk & wardwell,0.8404987535993367,1
cohen milstein sellers & toll,sullivan & cromwell,0.8404987535993367,1
katten muchin rosenman,"boies, schiller & flexner",0.8396044174968235,1
"gibson, dunn & crutcher",sidley austin,0.838847830902772,1
goodwin procter,kirkland & ellis,0.836339580443505,1
sidley austin,covington & burling,0.8328410573825235,1
sidley austin,greenberg traurig,0.8322096710136595,1
sidley austin,latham & watkins,0.8322096710136595,1
united states attorney,dla piper,0.8251307014194065,1
united states attorney,goodwin procter,0.8251307014194065,1
arnold & porter,greenberg traurig,0.8242180973451806,1
williams & connolly,united states attorney,0.8195023003971145,1
attorney general,goodwin procter,0.8104628920633971,1
attorney general,katten muchin rosenman,0.8104628920633971,1
attorney general,kirkland & ellis,0.8104628920633971,1
cohen milstein sellers & toll,paul weiss rifkind wharton & garrison,0.8083695576745452,1
skadden arps slate meagher & flom,simpson thacher & bartlett,0.8083207453112874,1
attorney general,wilmer cutler pickering hale & dor,0.8083153138765845,1
greenberg traurig,wilmer cutler pickering hale & dor,0.8083153138765845,1
"weil, gotshal & manges",skadden arps slate meagher & flom,0.8018929748976609,1
"shepherd, finkelman, miller & shah",morrison & foerster,0.7839426610995427,1
"shepherd, finkelman, miller & shah","skadden, arps, slate, meagher & flom",0.7839426610995427,1
kirkland & ellis,"weil, gotshal & manges",0.7819265541862421,1
mccarter & english,steptoe & johnson,0.775587607433457,1
wilmer cutler pickering hale & dor,katten muchin rosenman,0.7662846573079125,1
dla piper,mayer brown,0.7540355938742661,1
mcdermott will & emery,steptoe & johnson,0.75267037202976,1
sidley austin,katten muchin rosenman,0.7512586718415631,1
arnold & porter,hughes hubbard & reed,0.7321864682662216,1
robbins geller rudman & dowd,"morgan, lewis & bockius",0.7301802529238667,1
berger & montague,williams & connolly,0.715736706195995,1
"shepherd, finkelman, miller & shah",kirkland & ellis,0.715736706195995,1
"shepherd, finkelman, miller & shah",williams & connolly,0.715736706195995,1
skadden arps slate meagher & flom,attorney general,0.6753335197475998,1
steptoe & johnson,united states attorney,0.6663162189094991,1
goodwin procter,"gibson, dunn & crutcher",0.6321360449881961,1
goodwin procter,"morgan, lewis & bockius",0.6321360449881961,1
steptoe & johnson,attorney general,0.6228028461274695,1
mayer brown,united states attorney,0.6010115374267543,1
goodwin procter,attorney general,0.5975978000263824,1
cohen milstein sellers & toll,attorney general,0.5628364799516888,1
lieff cabraser heimann & bernstein,greenberg traurig,0.5620598003920123,1
attorney general,steptoe & johnson,0.5465175094217782,1
mayer brown,"gibson, dunn & crutcher",0.520594558608545,1
cohen milstein sellers & toll,united states attorney,0.5006589708051717,1
